country,date,confirmed,deaths,recovered
Denmark,3/23/20,1572,24,1
Denmark,3/24/20,1718,32,36
Denmark,3/25/20,1862,34,41
Denmark,3/26/20,2023,41,50
Denmark,3/27/20,2200,52,57
Denmark,3/28/20,2366,65,57
Denmark,3/29/20,2564,72,73
Denmark,3/30/20,2755,77,73
Denmark,3/31/20,3039,90,77
Denmark,4/1/20,3290,104,971
Denmark,4/2/20,3573,123,1172
Denmark,4/3/20,3946,139,1287
Denmark,4/4/20,4269,161,1379
Denmark,4/5/20,4561,179,1429
Denmark,4/6/20,4875,187,1489
Denmark,4/7/20,5266,203,1621
Denmark,4/8/20,5597,218,1763
Diamond Princess,1/22/20,0,0,0
Diamond Princess,1/23/20,0,0,0
Diamond Princess,1/24/20,0,0,0
Diamond Princess,1/25/20,0,0,0
Diamond Princess,1/26/20,0,0,0
Diamond Princess,1/27/20,0,0,0
Diamond Princess,1/28/20,0,0,0
Diamond Princess,1/29/20,0,0,0
Diamond Princess,1/30/20,0,0,0
Diamond Princess,1/31/20,0,0,0
Diamond Princess,2/1/20,0,0,0
Diamond Princess,2/2/20,0,0,0
Diamond Princess,2/3/20,0,0,0
Diamond Princess,2/4/20,0,0,0
Diamond Princess,2/5/20,0,0,0
Diamond Princess,2/6/20,0,0,0
Diamond Princess,2/7/20,61,0,0
Diamond Princess,2/8/20,61,0,0
Diamond Princess,2/9/20,64,0,0
Diamond Princess,2/10/20,135,0,0
Diamond Princess,2/11/20,135,0,0
Diamond Princess,2/12/20,175,0,0
Diamond Princess,2/13/20,175,0,0
Diamond Princess,2/14/20,218,0,0
Diamond Princess,2/15/20,285,0,0
Diamond Princess,2/16/20,355,0,0
Diamond Princess,2/17/20,454,0,0
Diamond Princess,2/18/20,542,0,0
Diamond Princess,2/19/20,621,0,1
Diamond Princess,2/20/20,634,2,1
Diamond Princess,2/21/20,634,2,1
Diamond Princess,2/22/20,634,2,1
Diamond Princess,2/23/20,691,3,0
Diamond Princess,2/24/20,691,3,0
Diamond Princess,2/25/20,691,3,0
Diamond Princess,2/26/20,705,4,10
Diamond Princess,2/27/20,705,4,10
Diamond Princess,2/28/20,705,6,10
Diamond Princess,2/29/20,705,6,10
Diamond Princess,3/1/20,705,6,10
Diamond Princess,3/2/20,705,6,10
Diamond Princess,3/3/20,706,6,10
Diamond Princess,3/4/20,706,6,10
Diamond Princess,3/5/20,706,6,10
Diamond Princess,3/6/20,706,6,40
Diamond Princess,3/7/20,706,6,40
Diamond Princess,3/8/20,706,6,40
Diamond Princess,3/9/20,706,6,40
Diamond Princess,3/10/20,706,6,40
Diamond Princess,3/11/20,706,7,325
Diamond Princess,3/12/20,706,7,325
Diamond Princess,3/13/20,706,7,325
Diamond Princess,3/14/20,706,7,325
Diamond Princess,3/15/20,706,7,325
Diamond Princess,3/16/20,706,7,325
Diamond Princess,3/17/20,706,7,325
Diamond Princess,3/18/20,712,7,325
Diamond Princess,3/19/20,712,7,325
Diamond Princess,3/20/20,712,7,325
Diamond Princess,3/21/20,712,8,325
Diamond Princess,3/22/20,712,8,325
Diamond Princess,3/23/20,712,8,325
Diamond Princess,3/24/20,712,10,325
Diamond Princess,3/25/20,712,10,587
Diamond Princess,3/26/20,712,10,597
Diamond Princess,3/27/20,712,10,597
Diamond Princess,3/28/20,712,10,597
Diamond Princess,3/29/20,712,10,603
Diamond Princess,3/30/20,712,10,603
Diamond Princess,3/31/20,712,10,603
Diamond Princess,4/1/20,712,11,603
Diamond Princess,4/2/20,712,11,619
Diamond Princess,4/3/20,712,11,619
Diamond Princess,4/4/20,712,11,619
Diamond Princess,4/5/20,712,11,619
Diamond Princess,4/6/20,712,11,619
Diamond Princess,4/7/20,712,11,619
Diamond Princess,4/8/20,712,11,619
Djibouti,1/22/20,0,0,0
Djibouti,1/23/20,0,0,0
Djibouti,1/24/20,0,0,0
Djibouti,1/25/20,0,0,0
Djibouti,1/26/20,0,0,0
Djibouti,1/27/20,0,0,0
Djibouti,1/28/20,0,0,0
Djibouti,1/29/20,0,0,0
Djibouti,1/30/20,0,0,0
Djibouti,1/31/20,0,0,0
Djibouti,2/1/20,0,0,0
Djibouti,2/2/20,0,0,0
Djibouti,2/3/20,0,0,0
Djibouti,2/4/20,0,0,0
Djibouti,2/5/20,0,0,0
Djibouti,2/6/20,0,0,0
Djibouti,2/7/20,0,0,0
Djibouti,2/8/20,0,0,0
Djibouti,2/9/20,0,0,0
Djibouti,2/10/20,0,0,0
Djibouti,2/11/20,0,0,0
Djibouti,2/12/20,0,0,0
Djibouti,2/13/20,0,0,0
Djibouti,2/14/20,0,0,0
Djibouti,2/15/20,0,0,0
Djibouti,2/16/20,0,0,0
Djibouti,2/17/20,0,0,0
Djibouti,2/18/20,0,0,0
Djibouti,2/19/20,0,0,0
Djibouti,2/20/20,0,0,0
Djibouti,2/21/20,0,0,0
Djibouti,2/22/20,0,0,0
Djibouti,2/23/20,0,0,0
Djibouti,2/24/20,0,0,0
Djibouti,2/25/20,0,0,0
Djibouti,2/26/20,0,0,0
Djibouti,2/27/20,0,0,0
Djibouti,2/28/20,0,0,0
Djibouti,2/29/20,0,0,0
Djibouti,3/1/20,0,0,0
Djibouti,3/2/20,0,0,0
Djibouti,3/3/20,0,0,0
Djibouti,3/4/20,0,0,0
Djibouti,3/5/20,0,0,0
Djibouti,3/6/20,0,0,0
Djibouti,3/7/20,0,0,0
Djibouti,3/8/20,0,0,0
Djibouti,3/9/20,0,0,0
Djibouti,3/10/20,0,0,0
Djibouti,3/11/20,0,0,0
Djibouti,3/12/20,0,0,0
Djibouti,3/13/20,0,0,0
Djibouti,3/14/20,0,0,0
Djibouti,3/15/20,0,0,0
Djibouti,3/16/20,0,0,0
Djibouti,3/17/20,0,0,0
Djibouti,3/18/20,1,0,0
Djibouti,3/19/20,1,0,0
Djibouti,3/20/20,1,0,0
Djibouti,3/21/20,1,0,0
Djibouti,3/22/20,1,0,0
Djibouti,3/23/20,3,0,0
Djibouti,3/24/20,3,0,0
Djibouti,3/25/20,11,0,0
Djibouti,3/26/20,11,0,0
Djibouti,3/27/20,12,0,0
Djibouti,3/28/20,14,0,0
Djibouti,3/29/20,18,0,0
Djibouti,3/30/20,18,0,0
Djibouti,3/31/20,30,0,0
Djibouti,4/1/20,33,0,0
Djibouti,4/2/20,40,0,0
Djibouti,4/3/20,49,0,8
Djibouti,4/4/20,50,0,8
Djibouti,4/5/20,59,0,9
Djibouti,4/6/20,90,0,9
Djibouti,4/7/20,90,0,9
Djibouti,4/8/20,135,0,25
Dominica,1/22/20,0,0,0
Dominica,1/23/20,0,0,0
Dominica,1/24/20,0,0,0
Dominica,1/25/20,0,0,0
Dominica,1/26/20,0,0,0
Dominica,1/27/20,0,0,0
Dominica,1/28/20,0,0,0
Dominica,1/29/20,0,0,0
Dominica,1/30/20,0,0,0
Dominica,1/31/20,0,0,0
Dominica,2/1/20,0,0,0
Dominica,2/2/20,0,0,0
Dominica,2/3/20,0,0,0
Dominica,2/4/20,0,0,0
Dominica,2/5/20,0,0,0
Dominica,2/6/20,0,0,0
Dominica,2/7/20,0,0,0
Dominica,2/8/20,0,0,0
Dominica,2/9/20,0,0,0
Dominica,2/10/20,0,0,0
Dominica,2/11/20,0,0,0
Dominica,2/12/20,0,0,0
Dominica,2/13/20,0,0,0
Dominica,2/14/20,0,0,0
Dominica,2/15/20,0,0,0
Dominica,2/16/20,0,0,0
Dominica,2/17/20,0,0,0
Dominica,2/18/20,0,0,0
Dominica,2/19/20,0,0,0
Dominica,2/20/20,0,0,0
Dominica,2/21/20,0,0,0
Dominica,2/22/20,0,0,0
Dominica,2/23/20,0,0,0
Dominica,2/24/20,0,0,0
Dominica,2/25/20,0,0,0
Dominica,2/26/20,0,0,0
Dominica,2/27/20,0,0,0
Dominica,2/28/20,0,0,0
Dominica,2/29/20,0,0,0
Dominica,3/1/20,0,0,0
Dominica,3/2/20,0,0,0
Dominica,3/3/20,0,0,0
Dominica,3/4/20,0,0,0
Dominica,3/5/20,0,0,0
Dominica,3/6/20,0,0,0
Dominica,3/7/20,0,0,0
Dominica,3/8/20,0,0,0
Dominica,3/9/20,0,0,0
Dominica,3/10/20,0,0,0
Dominica,3/11/20,0,0,0
Dominica,3/12/20,0,0,0
Dominica,3/13/20,0,0,0
Dominica,3/14/20,0,0,0
Dominica,3/15/20,0,0,0
Dominica,3/16/20,0,0,0
Dominica,3/17/20,0,0,0
Dominica,3/18/20,0,0,0
Dominica,3/19/20,0,0,0
Dominica,3/20/20,0,0,0
Dominica,3/21/20,0,0,0
Dominica,3/22/20,1,0,0
Dominica,3/23/20,2,0,0
Dominica,3/24/20,2,0,0
Dominica,3/25/20,7,0,0
Dominica,3/26/20,11,0,0
Dominica,3/27/20,11,0,0
Dominica,3/28/20,11,0,0
Dominica,3/29/20,11,0,0
Dominica,3/30/20,11,0,0
Dominica,3/31/20,12,0,0
Dominica,4/1/20,12,0,0
Dominica,4/2/20,12,0,0
Dominica,4/3/20,12,0,0
Dominica,4/4/20,14,0,0
Dominica,4/5/20,14,0,0
Dominica,4/6/20,15,0,1
Dominica,4/7/20,15,0,1
Dominica,4/8/20,15,0,1
Dominican Republic,1/22/20,0,0,0
Dominican Republic,1/23/20,0,0,0
Dominican Republic,1/24/20,0,0,0
Dominican Republic,1/25/20,0,0,0
Dominican Republic,1/26/20,0,0,0
Dominican Republic,1/27/20,0,0,0
Dominican Republic,1/28/20,0,0,0
Dominican Republic,1/29/20,0,0,0
Dominican Republic,1/30/20,0,0,0
Dominican Republic,1/31/20,0,0,0
Dominican Republic,2/1/20,0,0,0
Dominican Republic,2/2/20,0,0,0
Dominican Republic,2/3/20,0,0,0
Dominican Republic,2/4/20,0,0,0
Dominican Republic,2/5/20,0,0,0
Dominican Republic,2/6/20,0,0,0
Dominican Republic,2/7/20,0,0,0
Dominican Republic,2/8/20,0,0,0
Dominican Republic,2/9/20,0,0,0
Dominican Republic,2/10/20,0,0,0
Dominican Republic,2/11/20,0,0,0
Dominican Republic,2/12/20,0,0,0
Dominican Republic,2/13/20,0,0,0
Dominican Republic,2/14/20,0,0,0
Dominican Republic,2/15/20,0,0,0
Dominican Republic,2/16/20,0,0,0
Dominican Republic,2/17/20,0,0,0
Dominican Republic,2/18/20,0,0,0
Dominican Republic,2/19/20,0,0,0
Dominican Republic,2/20/20,0,0,0
Dominican Republic,2/21/20,0,0,0
Dominican Republic,2/22/20,0,0,0
Dominican Republic,2/23/20,0,0,0
Dominican Republic,2/24/20,0,0,0
Dominican Republic,2/25/20,0,0,0
Dominican Republic,2/26/20,0,0,0
Dominican Republic,2/27/20,0,0,0
Dominican Republic,2/28/20,0,0,0
Dominican Republic,2/29/20,0,0,0
Dominican Republic,3/1/20,1,0,0
Dominican Republic,3/2/20,1,0,0
Dominican Republic,3/3/20,1,0,0
Dominican Republic,3/4/20,1,0,0
Dominican Republic,3/5/20,1,0,0
Dominican Republic,3/6/20,2,0,0
Dominican Republic,3/7/20,2,0,0
Dominican Republic,3/8/20,5,0,0
Dominican Republic,3/9/20,5,0,0
Dominican Republic,3/10/20,5,0,0
Dominican Republic,3/11/20,5,0,0
Dominican Republic,3/12/20,5,0,0
Dominican Republic,3/13/20,5,0,0
Dominican Republic,3/14/20,11,0,0
Dominican Republic,3/15/20,11,0,0
Dominican Republic,3/16/20,11,0,0
Dominican Republic,3/17/20,21,1,0
Dominican Republic,3/18/20,21,1,0
Dominican Republic,3/19/20,34,2,0
Dominican Republic,3/20/20,72,2,0
Dominican Republic,3/21/20,112,2,0
Dominican Republic,3/22/20,202,3,0
Dominican Republic,3/23/20,245,3,0
Dominican Republic,3/24/20,312,6,3
Dominican Republic,3/25/20,392,10,3
Dominican Republic,3/26/20,488,10,3
Dominican Republic,3/27/20,581,20,3
Dominican Republic,3/28/20,719,28,3
Dominican Republic,3/29/20,859,39,3
Dominican Republic,3/30/20,901,42,4
Dominican Republic,3/31/20,1109,51,5
Dominican Republic,4/1/20,1284,57,9
Dominican Republic,4/2/20,1380,60,16
Dominican Republic,4/3/20,1488,68,16
Dominican Republic,4/4/20,1488,68,16
Dominican Republic,4/5/20,1745,82,17
Dominican Republic,4/6/20,1828,86,33
Dominican Republic,4/7/20,1956,98,36
Dominican Republic,4/8/20,2111,108,50
Ecuador,1/22/20,0,0,0
Ecuador,1/23/20,0,0,0
Ecuador,1/24/20,0,0,0
Ecuador,1/25/20,0,0,0
Ecuador,1/26/20,0,0,0
Ecuador,1/27/20,0,0,0
Ecuador,1/28/20,0,0,0
Ecuador,1/29/20,0,0,0
Ecuador,1/30/20,0,0,0
Ecuador,1/31/20,0,0,0
Ecuador,2/1/20,0,0,0
Ecuador,2/2/20,0,0,0
Ecuador,2/3/20,0,0,0
Ecuador,2/4/20,0,0,0
Ecuador,2/5/20,0,0,0
Ecuador,2/6/20,0,0,0
Ecuador,2/7/20,0,0,0
Ecuador,2/8/20,0,0,0
Ecuador,2/9/20,0,0,0
Ecuador,2/10/20,0,0,0
Ecuador,2/11/20,0,0,0
Ecuador,2/12/20,0,0,0
Ecuador,2/13/20,0,0,0
Ecuador,2/14/20,0,0,0
Ecuador,2/15/20,0,0,0
Ecuador,2/16/20,0,0,0
Ecuador,2/17/20,0,0,0
Ecuador,2/18/20,0,0,0
Ecuador,2/19/20,0,0,0
Ecuador,2/20/20,0,0,0
Ecuador,2/21/20,0,0,0
Ecuador,2/22/20,0,0,0
Ecuador,2/23/20,0,0,0
Ecuador,2/24/20,0,0,0
Ecuador,2/25/20,0,0,0
Ecuador,2/26/20,0,0,0
Ecuador,2/27/20,0,0,0
Ecuador,2/28/20,0,0,0
Ecuador,2/29/20,0,0,0
Ecuador,3/1/20,6,0,0
Ecuador,3/2/20,6,0,0
Ecuador,3/3/20,7,0,0
Ecuador,3/4/20,10,0,0
Ecuador,3/5/20,13,0,0
Ecuador,3/6/20,13,0,0
Ecuador,3/7/20,13,0,0
Ecuador,3/8/20,14,0,0
Ecuador,3/9/20,15,0,0
Ecuador,3/10/20,15,0,0
Ecuador,3/11/20,17,0,0
Ecuador,3/12/20,17,0,0
Ecuador,3/13/20,17,0,0
Ecuador,3/14/20,28,2,0
Ecuador,3/15/20,28,2,0
Ecuador,3/16/20,37,2,0
Ecuador,3/17/20,58,2,0
Ecuador,3/18/20,111,2,0
Ecuador,3/19/20,199,3,0
Ecuador,3/20/20,367,5,0
Ecuador,3/21/20,506,7,3
Ecuador,3/22/20,789,14,3
Ecuador,3/23/20,981,18,3
Ecuador,3/24/20,1082,27,3
Ecuador,3/25/20,1173,28,3
Ecuador,3/26/20,1403,34,3
Ecuador,3/27/20,1595,36,3
Ecuador,3/28/20,1823,48,3
Ecuador,3/29/20,1924,58,3
Ecuador,3/30/20,1962,60,3
Ecuador,3/31/20,2240,75,54
Ecuador,4/1/20,2748,93,58
Ecuador,4/2/20,3163,120,65
Ecuador,4/3/20,3368,145,65
Ecuador,4/4/20,3465,172,100
Ecuador,4/5/20,3646,180,100
Ecuador,4/6/20,3747,191,100
Ecuador,4/7/20,3747,191,100
Ecuador,4/8/20,4450,242,140
Egypt,1/22/20,0,0,0
Egypt,1/23/20,0,0,0
Egypt,1/24/20,0,0,0
Egypt,1/25/20,0,0,0
Egypt,1/26/20,0,0,0
Egypt,1/27/20,0,0,0
Egypt,1/28/20,0,0,0
Egypt,1/29/20,0,0,0
Egypt,1/30/20,0,0,0
Egypt,1/31/20,0,0,0
Egypt,2/1/20,0,0,0
Egypt,2/2/20,0,0,0
Egypt,2/3/20,0,0,0
Egypt,2/4/20,0,0,0
Egypt,2/5/20,0,0,0
Egypt,2/6/20,0,0,0
Egypt,2/7/20,0,0,0
Egypt,2/8/20,0,0,0
Egypt,2/9/20,0,0,0
Egypt,2/10/20,0,0,0
Egypt,2/11/20,0,0,0
Egypt,2/12/20,0,0,0
Egypt,2/13/20,0,0,0
Egypt,2/14/20,1,0,0
Egypt,2/15/20,1,0,0
Egypt,2/16/20,1,0,0
Egypt,2/17/20,1,0,0
Egypt,2/18/20,1,0,0
Egypt,2/19/20,1,0,0
Egypt,2/20/20,1,0,0
Egypt,2/21/20,1,0,0
Egypt,2/22/20,1,0,0
Egypt,2/23/20,1,0,0
Egypt,2/24/20,1,0,0
Egypt,2/25/20,1,0,0
Egypt,2/26/20,1,0,0
Egypt,2/27/20,1,0,0
Egypt,2/28/20,1,0,1
Egypt,2/29/20,1,0,1
Egypt,3/1/20,2,0,1
Egypt,3/2/20,2,0,1
Egypt,3/3/20,2,0,1
Egypt,3/4/20,2,0,1
Egypt,3/5/20,3,0,1
Egypt,3/6/20,15,0,1
Egypt,3/7/20,15,0,1
Egypt,3/8/20,49,1,1
Egypt,3/9/20,55,1,1
Egypt,3/10/20,59,1,1
Egypt,3/11/20,60,1,27
Egypt,3/12/20,67,1,27
Egypt,3/13/20,80,2,27
Egypt,3/14/20,109,2,27
Egypt,3/15/20,110,2,21
Egypt,3/16/20,150,2,27
Egypt,3/17/20,196,4,32
Egypt,3/18/20,196,6,32
Egypt,3/19/20,256,6,32
Egypt,3/20/20,285,8,39
Egypt,3/21/20,294,10,41
Egypt,3/22/20,327,14,56
Egypt,3/23/20,366,19,56
Egypt,3/24/20,402,20,80
Egypt,3/25/20,456,21,95
Egypt,3/26/20,495,24,102
Egypt,3/27/20,536,30,116
Egypt,3/28/20,576,36,121
Egypt,3/29/20,609,40,132
Egypt,3/30/20,656,41,150
Egypt,3/31/20,710,46,157
Egypt,4/1/20,779,52,179
Egypt,4/2/20,865,58,201
Egypt,4/3/20,985,66,216
Egypt,4/4/20,1070,71,241
Egypt,4/5/20,1173,78,247
Egypt,4/6/20,1322,85,259
Egypt,4/7/20,1450,94,276
Egypt,4/8/20,1560,103,305
El Salvador,1/22/20,0,0,0
El Salvador,1/23/20,0,0,0
El Salvador,1/24/20,0,0,0
El Salvador,1/25/20,0,0,0
El Salvador,1/26/20,0,0,0
El Salvador,1/27/20,0,0,0
El Salvador,1/28/20,0,0,0
El Salvador,1/29/20,0,0,0
El Salvador,1/30/20,0,0,0
El Salvador,1/31/20,0,0,0
El Salvador,2/1/20,0,0,0
El Salvador,2/2/20,0,0,0
El Salvador,2/3/20,0,0,0
El Salvador,2/4/20,0,0,0
El Salvador,2/5/20,0,0,0
El Salvador,2/6/20,0,0,0
El Salvador,2/7/20,0,0,0
El Salvador,2/8/20,0,0,0
El Salvador,2/9/20,0,0,0
El Salvador,2/10/20,0,0,0
El Salvador,2/11/20,0,0,0
El Salvador,2/12/20,0,0,0
El Salvador,2/13/20,0,0,0
El Salvador,2/14/20,0,0,0
El Salvador,2/15/20,0,0,0
El Salvador,2/16/20,0,0,0
El Salvador,2/17/20,0,0,0
El Salvador,2/18/20,0,0,0
El Salvador,2/19/20,0,0,0
El Salvador,2/20/20,0,0,0
El Salvador,2/21/20,0,0,0
El Salvador,2/22/20,0,0,0
El Salvador,2/23/20,0,0,0
El Salvador,2/24/20,0,0,0
El Salvador,2/25/20,0,0,0
El Salvador,2/26/20,0,0,0
El Salvador,2/27/20,0,0,0
El Salvador,2/28/20,0,0,0
El Salvador,2/29/20,0,0,0
El Salvador,3/1/20,0,0,0
El Salvador,3/2/20,0,0,0
El Salvador,3/3/20,0,0,0
El Salvador,3/4/20,0,0,0
El Salvador,3/5/20,0,0,0
El Salvador,3/6/20,0,0,0
El Salvador,3/7/20,0,0,0
El Salvador,3/8/20,0,0,0
El Salvador,3/9/20,0,0,0
El Salvador,3/10/20,0,0,0
El Salvador,3/11/20,0,0,0
El Salvador,3/12/20,0,0,0
El Salvador,3/13/20,0,0,0
El Salvador,3/14/20,0,0,0
El Salvador,3/15/20,0,0,0
El Salvador,3/16/20,0,0,0
El Salvador,3/17/20,0,0,0
El Salvador,3/18/20,0,0,0
El Salvador,3/19/20,1,0,0
El Salvador,3/20/20,1,0,0
El Salvador,3/21/20,3,0,0
El Salvador,3/22/20,3,0,0
El Salvador,3/23/20,3,0,0
El Salvador,3/24/20,5,0,0
El Salvador,3/25/20,9,0,0
El Salvador,3/26/20,13,0,0
El Salvador,3/27/20,13,0,0
El Salvador,3/28/20,19,0,0
El Salvador,3/29/20,24,0,0
El Salvador,3/30/20,30,0,0
El Salvador,3/31/20,32,1,0
El Salvador,4/1/20,32,1,0
El Salvador,4/2/20,41,2,0
El Salvador,4/3/20,46,2,0
El Salvador,4/4/20,56,3,2
El Salvador,4/5/20,62,3,2
El Salvador,4/6/20,69,4,5
El Salvador,4/7/20,78,4,5
El Salvador,4/8/20,93,5,9
Equatorial Guinea,1/22/20,0,0,0
Equatorial Guinea,1/23/20,0,0,0
Equatorial Guinea,1/24/20,0,0,0
Equatorial Guinea,1/25/20,0,0,0
Equatorial Guinea,1/26/20,0,0,0
Equatorial Guinea,1/27/20,0,0,0
Equatorial Guinea,1/28/20,0,0,0
Equatorial Guinea,1/29/20,0,0,0
Equatorial Guinea,1/30/20,0,0,0
Equatorial Guinea,1/31/20,0,0,0
Equatorial Guinea,2/1/20,0,0,0
Equatorial Guinea,2/2/20,0,0,0
Equatorial Guinea,2/3/20,0,0,0
Equatorial Guinea,2/4/20,0,0,0
Equatorial Guinea,2/5/20,0,0,0
Equatorial Guinea,2/6/20,0,0,0
Equatorial Guinea,2/7/20,0,0,0
Equatorial Guinea,2/8/20,0,0,0
Equatorial Guinea,2/9/20,0,0,0
Equatorial Guinea,2/10/20,0,0,0
Equatorial Guinea,2/11/20,0,0,0
Equatorial Guinea,2/12/20,0,0,0
Equatorial Guinea,2/13/20,0,0,0
Equatorial Guinea,2/14/20,0,0,0
Equatorial Guinea,2/15/20,0,0,0
Equatorial Guinea,2/16/20,0,0,0
Equatorial Guinea,2/17/20,0,0,0
Equatorial Guinea,2/18/20,0,0,0
Equatorial Guinea,2/19/20,0,0,0
Equatorial Guinea,2/20/20,0,0,0
Equatorial Guinea,2/21/20,0,0,0
Equatorial Guinea,2/22/20,0,0,0
Equatorial Guinea,2/23/20,0,0,0
Equatorial Guinea,2/24/20,0,0,0
Equatorial Guinea,2/25/20,0,0,0
Equatorial Guinea,2/26/20,0,0,0
Equatorial Guinea,2/27/20,0,0,0
Equatorial Guinea,2/28/20,0,0,0
Equatorial Guinea,2/29/20,0,0,0
Equatorial Guinea,3/1/20,0,0,0
Equatorial Guinea,3/2/20,0,0,0
Equatorial Guinea,3/3/20,0,0,0
Equatorial Guinea,3/4/20,0,0,0
Equatorial Guinea,3/5/20,0,0,0
Equatorial Guinea,3/6/20,0,0,0
Equatorial Guinea,3/7/20,0,0,0
Equatorial Guinea,3/8/20,0,0,0
Equatorial Guinea,3/9/20,0,0,0
Equatorial Guinea,3/10/20,0,0,0
Equatorial Guinea,3/11/20,0,0,0
Equatorial Guinea,3/12/20,0,0,0
Equatorial Guinea,3/13/20,0,0,0
Equatorial Guinea,3/14/20,0,0,0
Equatorial Guinea,3/15/20,1,0,0
Equatorial Guinea,3/16/20,1,0,0
Equatorial Guinea,3/17/20,1,0,0
Equatorial Guinea,3/18/20,4,0,0
Equatorial Guinea,3/19/20,6,0,0
Equatorial Guinea,3/20/20,6,0,0
Equatorial Guinea,3/21/20,6,0,0
Equatorial Guinea,3/22/20,6,0,0
Equatorial Guinea,3/23/20,9,0,0
Equatorial Guinea,3/24/20,9,0,0
Equatorial Guinea,3/25/20,9,0,0
Equatorial Guinea,3/26/20,12,0,0
Equatorial Guinea,3/27/20,12,0,0
Equatorial Guinea,3/28/20,12,0,0
Equatorial Guinea,3/29/20,12,0,0
Equatorial Guinea,3/30/20,12,0,0
Equatorial Guinea,3/31/20,12,0,1
Equatorial Guinea,4/1/20,15,0,1
Equatorial Guinea,4/2/20,15,0,1
Equatorial Guinea,4/3/20,16,0,1
Equatorial Guinea,4/4/20,16,0,1
Equatorial Guinea,4/5/20,16,0,1
Equatorial Guinea,4/6/20,16,0,3
Equatorial Guinea,4/7/20,16,0,3
Equatorial Guinea,4/8/20,18,0,3
Eritrea,1/22/20,0,0,0
Eritrea,1/23/20,0,0,0
Eritrea,1/24/20,0,0,0
Eritrea,1/25/20,0,0,0
Eritrea,1/26/20,0,0,0
Eritrea,1/27/20,0,0,0
Eritrea,1/28/20,0,0,0
Eritrea,1/29/20,0,0,0
Eritrea,1/30/20,0,0,0
Eritrea,1/31/20,0,0,0
Eritrea,2/1/20,0,0,0
Eritrea,2/2/20,0,0,0
Eritrea,2/3/20,0,0,0
Eritrea,2/4/20,0,0,0
Eritrea,2/5/20,0,0,0
Eritrea,2/6/20,0,0,0
Eritrea,2/7/20,0,0,0
Eritrea,2/8/20,0,0,0
Eritrea,2/9/20,0,0,0
Eritrea,2/10/20,0,0,0
Eritrea,2/11/20,0,0,0
Eritrea,2/12/20,0,0,0
Eritrea,2/13/20,0,0,0
Eritrea,2/14/20,0,0,0
Eritrea,2/15/20,0,0,0
Eritrea,2/16/20,0,0,0
Eritrea,2/17/20,0,0,0
Eritrea,2/18/20,0,0,0
Eritrea,2/19/20,0,0,0
Eritrea,2/20/20,0,0,0
Eritrea,2/21/20,0,0,0
Eritrea,2/22/20,0,0,0
Eritrea,2/23/20,0,0,0
Eritrea,2/24/20,0,0,0
Eritrea,2/25/20,0,0,0
Eritrea,2/26/20,0,0,0
Eritrea,2/27/20,0,0,0
Eritrea,2/28/20,0,0,0
Eritrea,2/29/20,0,0,0
Eritrea,3/1/20,0,0,0
Eritrea,3/2/20,0,0,0
Eritrea,3/3/20,0,0,0
Eritrea,3/4/20,0,0,0
Eritrea,3/5/20,0,0,0
Eritrea,3/6/20,0,0,0
Eritrea,3/7/20,0,0,0
Eritrea,3/8/20,0,0,0
Eritrea,3/9/20,0,0,0
Eritrea,3/10/20,0,0,0
Eritrea,3/11/20,0,0,0
Eritrea,3/12/20,0,0,0
Eritrea,3/13/20,0,0,0
Eritrea,3/14/20,0,0,0
Eritrea,3/15/20,0,0,0
Eritrea,3/16/20,0,0,0
Eritrea,3/17/20,0,0,0
Eritrea,3/18/20,0,0,0
Eritrea,3/19/20,0,0,0
Eritrea,3/20/20,0,0,0
Eritrea,3/21/20,1,0,0
Eritrea,3/22/20,1,0,0
Eritrea,3/23/20,1,0,0
Eritrea,3/24/20,1,0,0
Eritrea,3/25/20,4,0,0
Eritrea,3/26/20,6,0,0
Eritrea,3/27/20,6,0,0
Eritrea,3/28/20,6,0,0
Eritrea,3/29/20,12,0,0
Eritrea,3/30/20,12,0,0
Eritrea,3/31/20,15,0,0
Eritrea,4/1/20,15,0,0
Eritrea,4/2/20,22,0,0
Eritrea,4/3/20,22,0,0
Eritrea,4/4/20,29,0,0
Eritrea,4/5/20,29,0,0
Eritrea,4/6/20,31,0,0
Eritrea,4/7/20,31,0,0
Eritrea,4/8/20,33,0,0
Estonia,1/22/20,0,0,0
Estonia,1/23/20,0,0,0
Estonia,1/24/20,0,0,0
Estonia,1/25/20,0,0,0
Estonia,1/26/20,0,0,0
Estonia,1/27/20,0,0,0
Estonia,1/28/20,0,0,0
Estonia,1/29/20,0,0,0
Estonia,1/30/20,0,0,0
Estonia,1/31/20,0,0,0
Estonia,2/1/20,0,0,0
Estonia,2/2/20,0,0,0
Estonia,2/3/20,0,0,0
Estonia,2/4/20,0,0,0
Estonia,2/5/20,0,0,0
Estonia,2/6/20,0,0,0
Estonia,2/7/20,0,0,0
Estonia,2/8/20,0,0,0
Estonia,2/9/20,0,0,0
Estonia,2/10/20,0,0,0
Estonia,2/11/20,0,0,0
Estonia,2/12/20,0,0,0
Estonia,2/13/20,0,0,0
Estonia,2/14/20,0,0,0
Estonia,2/15/20,0,0,0
Estonia,2/16/20,0,0,0
Estonia,2/17/20,0,0,0
Estonia,2/18/20,0,0,0
Estonia,2/19/20,0,0,0
Estonia,2/20/20,0,0,0
Estonia,2/21/20,0,0,0
